george1,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-02-08 03:51:05-08:00,create,5 - uppgift 2,1,,,5,,,0m 19.5s
2021-02-08 03:50:43-08:00,create,5 - uppgift 1,1,,,5,,,0m 19.1s
2021-02-04 04:34:23-08:00,create,3b - uppgift 8,0,,,0,,,0m 1.7s
2021-02-04 04:33:14-08:00,create,3a - uppgift 10,1,,,3,,,0m 17.0s
2021-02-04 04:32:52-08:00,create,3a - uppgift 11,1,,,3,,,0m 20.8s
2021-02-04 04:32:48-08:00,create,3a - uppgift 12,0,,,0,,,0m 0.8s
2021-02-04 04:32:02-08:00,create,3a - uppgift 7,0,,,0,,,0m 8.6s
2021-02-04 04:26:55-08:00,create,5 - uppgift 5,15,,,45,,,3m 43.5s
2021-02-04 04:26:19-08:00,create,5 - uppgift 4,2,,,8,,,0m 34.9s
2021-02-04 04:25:40-08:00,create,5 - uppgift 3,2,,,6,,,0m 37.0s
2021-02-04 04:23:34-08:00,create,5 - uppgift 3,1,,,3,,,1m 45.5s
2021-02-04 04:23:10-08:00,create,5 - uppgift 2,1,,,5,,,0m 18.2s
2021-02-04 04:22:52-08:00,create,5 - uppgift 1,1,,,5,,,0m 16.9s
2021-02-04 04:20:54-08:00,create,5 - uppgift 6,2,,,10,,,1m 51.5s
