332,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-02-05 10:24:47,create,6 - uppgift 3,0,,,0,,,0m 0.9s
2021-02-05 10:24:18,create,6 - uppgift 5,1,,,5,,,0m 24.1s
2021-02-05 10:23:05,create,6 - uppgift 3,2,,,10,,,1m 11.1s
2021-02-05 10:23:02,create,6 - uppgift 1,0,,,0,,,0m 0.7s
2021-02-05 10:23:00,create,6 - uppgift 6,0,,,0,,,0m 0.5s
2021-02-05 10:22:23,create,6 - uppgift 3,1,,,5,,,0m 35.6s
2021-02-05 10:22:18,create,5 - uppgift 6,0,,,0,,,0m 1.0s
2021-02-05 10:21:37,create,6 - uppgift 2,2,,,12,,,0m 28.3s
2021-02-05 10:19:40,create,6 - uppgift 1,5,,,20,,,1m 54.1s
2021-02-05 10:19:38,create,6 - uppgift 6,0,,,0,,,0m 0.7s
2021-02-05 10:19:17,create,5 - uppgift 5,1,,,3,,,0m 13.5s
2021-02-05 10:18:52,create,5 - uppgift 2,1,,,5,,,0m 22.0s
2021-02-05 10:18:13,create,5 - uppgift 1,2,,,10,,,0m 34.8s
2021-02-05 10:17:21,create,6 - uppgift 3,2,,,10,,,0m 45.0s
2021-02-05 10:17:16,create,6 - uppgift 5,0,,,0,,,0m 1.6s
2021-02-05 10:16:35,create,6 - uppgift 1,2,,,8,,,0m 39.5s
2021-02-05 10:16:05,create,6 - uppgift 1,1,,,4,,,0m 28.5s
2021-01-26 13:46:30,create,6 - uppgift 1,5,,,20,,,1m 32.5s
2021-01-26 13:46:18,create,6 - uppgift 1,0,,,0,,,0m 9.5s
2021-01-26 13:46:15,create,6 - uppgift 5,0,,,0,,,0m 0.7s
2021-01-26 13:45:09,create,6 - uppgift 1,4,,,16,,,1m 4.8s
2021-01-26 13:43:24,create,6 - uppgift 5,4,,,20,,,1m 41.6s
2021-01-26 13:42:50,create,6 - uppgift 6,1,,,6,,,0m 32.3s
2021-01-26 13:42:15,create,6 - uppgift 6,1,,,6,,,0m 31.9s
2021-01-26 13:41:08,create,2 - uppgift 5,4,,,8,,,1m 1.5s
2021-01-26 13:40:06,create,2 - uppgift 5,4,,,8,,,1m 1.4s
2021-01-26 13:39:30,create,2 - uppgift 5,2,,,4,,,0m 33.5s
2021-01-26 13:38:10,create,2 - uppgift 5,3,,,6,,,0m 21.1s
2021-01-26 13:37:12,create,3b - uppgift 7,3,,,9,,,0m 52.9s
2021-01-26 13:36:52,create,3b - uppgift 8,1,,,3,,,0m 15.5s
2021-01-26 13:36:22,create,3b - uppgift 6,2,,,6,,,0m 26.2s
2021-01-26 13:36:12,create,3b - uppgift 15,0,,,0,,,0m 3.1s
2021-01-26 13:36:07,create,3b - uppgift 8,0,,,0,,,0m 2.7s
2021-01-26 13:35:54,create,3a - uppgift 4,0,,,0,,,0m 2.5s
2021-01-26 13:34:50,create,5 - uppgift 3,4,,,12,,,0m 57.1s
2021-01-26 13:34:47,create,5 - uppgift 6,0,,,0,,,0m 0.7s
2021-01-26 13:34:42,create,3a - uppgift 6,0,,,0,,,0m 1.1s
2021-01-26 13:34:24,create,3a - uppgift 10,1,,,3,,,0m 14.8s
2021-01-26 13:34:05,create,3a - uppgift 11,1,,,3,,,0m 17.6s
2021-01-26 13:33:08,create,3a - uppgift 12,4,,,12,,,0m 56.1s
2021-01-26 13:32:51,create,3a - uppgift 7,1,,,3,,,0m 14.0s
2021-01-26 13:31:14,create,3a - uppgift 9,6,,,18,,,1m 29.9s
2021-01-26 13:31:08,create,3a - uppgift 9,0,,,0,,,0m 4.2s
2021-01-26 13:30:53,create,3b - uppgift 2,1,,,3,,,0m 5.6s
2021-01-26 13:29:50,create,3b - uppgift 6,4,,,12,,,0m 58.8s
2021-01-26 13:29:48,create,3b - uppgift 5,0,,,0,,,0m 1.0s
2021-01-26 13:28:16,create,3b - uppgift 3,5,,,15,,,1m 29.5s
2021-01-26 13:26:38,create,3b - uppgift 5,5,,,15,,,1m 34.7s
2021-01-26 13:25:54,create,3b - uppgift 9,2,,,6,,,0m 41.0s
2021-01-26 13:25:08,create,3b - uppgift 8,2,,,6,,,0m 42.1s
2021-01-26 13:25:03,create,3b - uppgift 5,0,,,0,,,0m 2.7s
2021-01-26 13:24:18,create,3b - uppgift 8,3,,,9,,,0m 42.6s
2021-01-26 12:15:41,create,3b - uppgift 15,0,,,0,,,0m 3.5s
2021-01-26 12:15:24,create,3b - uppgift 11,1,,,3,,,0m 13.2s
2021-01-26 12:15:19,create,3b - uppgift 10,0,,,0,,,0m 0.7s
2021-01-26 12:15:17,create,3b - uppgift 13,0,,,0,,,0m 0.6s
2021-01-26 12:14:16,create,3b - uppgift 14,3,,,9,,,0m 56.7s
2021-01-26 12:14:11,create,3b - uppgift 10,0,,,0,,,0m 1.8s
2021-01-26 12:12:59,create,3b - uppgift 14,5,,,15,,,1m 11.5s
2021-01-26 12:12:57,create,3b - uppgift 14,0,,,0,,,0m 0.8s
2021-01-26 12:12:50,create,3b - uppgift 15,0,,,0,,,0m 4.6s
2021-01-26 12:11:40,create,3b - uppgift 13,5,,,15,,,1m 8.4s
2021-01-26 12:11:15,create,3b - uppgift 15,1,,,3,,,0m 20.1s
2021-01-26 12:09:30,create,6 - uppgift 1,4,,,16,,,1m 39.3s
2021-01-25 12:41:03,create,5 - uppgift 6,3,,,15,,,1m 27.8s
2021-01-25 12:40:59,create,5 - uppgift 6,0,,,0,,,0m 2.2s
2021-01-25 12:38:38,create,5 - uppgift 6,6,,,30,,,2m 19.2s
2021-01-25 12:38:28,create,5 - uppgift 6,0,,,0,,,0m 7.8s
2021-01-25 12:38:23,create,6 - uppgift 6,0,,,0,,,0m 1.1s
2021-01-25 12:38:21,create,6 - uppgift 5,0,,,0,,,0m 0.6s
2021-01-25 12:38:17,create,6 - uppgift 2,0,,,0,,,0m 2.0s
2021-01-25 12:37:58,create,3b - uppgift 15,1,,,3,,,0m 11.7s
2021-01-25 12:37:41,create,6 - uppgift 3,0,,,0,,,0m 7.9s
2021-01-25 12:37:35,create,6 - uppgift 1,0,,,0,,,0m 1.7s
2021-01-22 10:27:15,create,6 - uppgift 6,4,,,24,,,35m 55.9s
2021-01-22 10:26:54,create,6 - uppgift 6,0,,,0,,,0m 19.1s
2021-01-22 10:26:08,create,6 - uppgift 3,2,,,10,,,0m 43.4s
2021-01-22 10:25:02,create,6 - uppgift 2,3,,,18,,,1m 4.0s
2021-01-22 10:24:51,create,5 - uppgift 2,0,,,0,,,0m 5.6s
2021-01-22 10:23:45,create,5 - uppgift 5,4,,,12,,,1m 1.5s
2021-01-22 10:22:25,create,6 - uppgift 1,3,,,12,,,1m 6.6s
2021-01-22 10:21:46,create,6 - uppgift 1,1,,,4,,,0m 36.9s
2021-01-22 10:20:49,create,5 - uppgift 4,3,,,12,,,0m 47.5s
2021-01-22 10:20:27,create,5 - uppgift 4,1,,,4,,,0m 20.5s
2021-01-22 10:20:23,create,5 - uppgift 2,0,,,0,,,0m 1.7s
2021-01-22 10:16:46,create,5 - uppgift 6,10,,,50,,,3m 34.5s
2021-01-22 10:15:37,create,5 - uppgift 1,4,,,20,,,1m 7.4s
2021-01-22 10:15:32,create,5 - uppgift 5,0,,,0,,,0m 1.4s
2021-01-22 10:14:25,create,6 - uppgift 5,3,,,15,,,0m 58.3s
2021-01-22 10:13:34,create,6 - uppgift 2,2,,,12,,,0m 46.8s
2021-01-22 10:12:21,create,6 - uppgift 1,3,,,12,,,1m 10.9s
2021-01-22 10:12:17,create,6 - uppgift 3,0,,,0,,,0m 1.9s
2021-01-20 10:22:49,create,5 - uppgift 2,0,,,0,,,0m 16.8s
2021-01-20 10:16:55,create,5 - uppgift 6,12,,,60,,,5m 52.7s
2021-01-20 10:16:48,create,6 - uppgift 5,0,,,0,,,0m 0.7s
2021-01-20 10:16:00,create,6 - uppgift 3,2,,,10,,,0m 43.8s
2021-01-20 10:15:15,create,6 - uppgift 5,2,,,10,,,0m 40.4s
2021-01-20 10:15:12,create,6 - uppgift 1,0,,,0,,,0m 1.8s
2021-01-20 10:14:32,create,6 - uppgift 5,1,,,5,,,0m 37.5s
2021-01-20 10:14:15,create,6 - uppgift 6,0,,,0,,,0m 15.1s
2021-01-20 10:13:13,create,6 - uppgift 2,2,,,12,,,0m 57.9s
2021-01-20 10:12:43,create,5 - uppgift 3,1,,,3,,,0m 20.1s
2021-01-20 10:10:39,create,5 - uppgift 6,4,,,20,,,1m 59.4s
2021-01-20 10:09:43,create,5 - uppgift 5,4,,,12,,,0m 51.3s
2021-01-20 10:09:01,create,5 - uppgift 4,2,,,8,,,0m 39.9s
2021-01-20 10:08:05,create,6 - uppgift 5,2,,,10,,,0m 50.3s
2021-01-20 10:07:31,create,6 - uppgift 1,1,,,4,,,0m 29.4s
2021-01-20 10:07:09,create,6 - uppgift 2,1,,,6,,,0m 20.9s
2021-01-20 10:07:06,create,6 - uppgift 6,0,,,0,,,0m 1.9s
2021-01-20 10:05:26,create,6 - uppgift 4,4,,,16,,,1m 35.2s
2021-01-13 10:33:09,create,3b - uppgift 14,0,,,0,,,24m 45.7s
2021-01-13 10:33:05,create,3b - uppgift 14,0,,,0,,,0m 2.1s
2021-01-13 10:29:32,create,3b - uppgift 14,11,,,33,,,3m 32.1s
2021-01-13 10:29:01,create,3b - uppgift 14,1,,,3,,,0m 29.2s
2021-01-13 10:28:10,create,3b - uppgift 7,2,,,6,,,0m 35.6s
2021-01-13 10:27:17,create,3b - uppgift 14,3,,,9,,,0m 48.4s
2021-01-13 10:27:15,create,3b - uppgift 15,0,,,0,,,0m 1.0s
2021-01-13 10:27:11,create,3b - uppgift 13,0,,,0,,,0m 2.1s
2021-01-13 10:26:54,create,3b - uppgift 15,1,,,3,,,0m 14.6s
2021-01-11 13:40:22,create,3b - uppgift 14,1,,,3,,,0m 19.7s
2021-01-11 13:40:18,create,3b - uppgift 15,0,,,0,,,0m 2.6s
2021-01-11 13:39:47,create,3b - uppgift 4,1,,,3,,,0m 26.6s
2021-01-11 13:39:29,create,3b - uppgift 14,1,,,3,,,0m 12.1s
2021-01-11 13:39:20,create,3b - uppgift 15,0,,,0,,,0m 3.3s
2021-01-11 13:38:57,create,3b - uppgift 15,1,,,3,,,0m 19.2s
2021-01-11 13:36:53,create,3b - uppgift 14,7,,,21,,,1m 58.9s
2021-01-11 13:36:49,create,3b - uppgift 15,0,,,0,,,0m 1.5s
2021-01-11 13:36:39,create,3b - uppgift 15,0,,,0,,,0m 8.0s
2021-01-11 13:36:31,create,3b - uppgift 13,0,,,0,,,0m 6.6s
2021-01-11 13:36:26,create,3b - uppgift 12,0,,,0,,,0m 0.6s
2021-01-11 13:34:00,create,3b - uppgift 14,7,,,21,,,2m 24.3s
2021-01-11 13:33:50,create,3b - uppgift 8,0,,,0,,,0m 5.8s
2021-01-11 13:33:46,create,3b - uppgift 10,0,,,0,,,0m 1.4s
2021-01-11 13:32:25,create,3b - uppgift 14,5,,,15,,,1m 15.0s
2021-01-11 13:32:20,create,3b - uppgift 14,0,,,0,,,0m 3.0s
2021-01-11 13:32:18,create,3b - uppgift 10,0,,,0,,,0m 1.8s
2021-01-11 13:32:11,create,3b - uppgift 13,0,,,0,,,0m 2.2s
2021-01-11 13:31:00,create,3b - uppgift 15,5,,,15,,,1m 7.0s
2021-01-11 13:30:56,create,3b - uppgift 10,0,,,0,,,0m 0.9s
2021-01-11 13:29:45,create,3a - uppgift 10,3,,,9,,,0m 56.6s
2021-01-11 13:29:39,create,3a - uppgift 11,1,,,3,,,0m 4.4s
2021-01-11 13:27:36,create,3a - uppgift 12,7,,,21,,,1m 58.9s
2021-01-11 13:26:13,create,3a - uppgift 5,3,,,9,,,1m 20.0s
2021-01-11 13:25:14,create,1 - uppgift 5,2,,,2,,,0m 37.2s
2020-12-16 10:16:51,create,3b - uppgift 13,0,,,0,,,0m 1.7s
2020-12-16 10:16:37,create,3b - uppgift 15,1,,,3,,,0m 13.4s
2020-12-16 10:16:21,create,3b - uppgift 11,1,,,3,,,0m 12.0s
2020-12-16 10:15:05,create,3b - uppgift 14,6,,,18,,,1m 13.3s
2020-12-16 10:14:14,create,3b - uppgift 14,4,,,12,,,0m 47.6s
2020-12-16 10:14:09,create,3b - uppgift 15,0,,,0,,,0m 3.6s
2020-12-16 10:13:11,create,3b - uppgift 1,3,,,9,,,0m 48.4s
2020-12-16 10:13:06,create,3b - uppgift 11,0,,,0,,,0m 2.5s
2020-12-16 10:13:03,create,3b - uppgift 10,0,,,0,,,0m 1.8s
2020-12-16 10:12:24,create,3b - uppgift 14,3,,,9,,,0m 37.9s
2020-12-16 10:11:07,create,3b - uppgift 13,6,,,18,,,1m 15.1s
2020-12-16 10:10:09,create,3b - uppgift 15,4,,,12,,,0m 56.2s
2020-12-16 10:10:07,create,3b - uppgift 15,0,,,0,,,0m 0.5s
2020-12-16 10:09:52,create,3b - uppgift 10,1,,,3,,,0m 14.1s
2020-12-16 10:09:44,create,3b - uppgift 8,0,,,0,,,0m 1.9s
2020-12-16 10:08:30,create,3b - uppgift 2,4,,,12,,,1m 8.8s
2020-12-16 10:07:07,create,3b - uppgift 7,4,,,12,,,1m 19.4s
2020-12-16 10:05:03,create,3b - uppgift 5,5,,,15,,,2m 2.3s
2020-12-16 10:04:59,create,3b - uppgift 5,0,,,0,,,0m 2.8s
2020-12-16 10:04:43,create,3b - uppgift 5,1,,,3,,,0m 15.7s
2020-12-16 10:04:40,create,3b - uppgift 5,0,,,0,,,0m 1.9s
2020-12-16 10:04:24,create,3b - uppgift 4,1,,,3,,,0m 14.6s
2020-12-16 10:03:54,create,3b - uppgift 8,2,,,6,,,0m 25.7s
2020-12-16 10:03:46,create,3b - uppgift 15,0,,,0,,,0m 4.5s
2020-12-16 10:03:38,create,3b - uppgift 15,0,,,0,,,0m 4.8s
2020-12-16 10:03:28,create,3b - uppgift 3,1,,,3,,,0m 5.4s
2020-12-16 10:02:32,create,3b - uppgift 3,3,,,9,,,0m 53.4s
2020-12-16 10:02:26,create,3b - uppgift 5,0,,,0,,,0m 2.6s
2020-12-16 10:02:24,create,3b - uppgift 1,0,,,0,,,0m 1.5s
2020-12-16 10:02:12,create,3b - uppgift 13,1,,,3,,,0m 7.7s
2020-12-16 10:01:59,create,3b - uppgift 15,1,,,3,,,0m 6.4s
2020-12-16 10:01:24,create,3b - uppgift 8,2,,,6,,,0m 30.7s
2020-12-16 10:01:13,create,3b - uppgift 15,0,,,0,,,0m 7.2s
2020-12-16 10:00:57,create,3b - uppgift 13,1,,,3,,,0m 14.0s
2020-12-16 10:00:22,create,3b - uppgift 15,2,,,6,,,0m 30.1s
